problem,algorithm,model,run,accuracy,partial_score,percent_extra,percent_match_vars,percent_match_constraints,percent_match_objective,compile_error,runtime_error
indi_supply_allocation,agentic,gpt-3.5-turbo,run1,0.0,16.67,83.33,50.0,0.0,0.0,0.0,100.0
indi_supply_allocation,agentic,gpt-4-turbo,run1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
indi_supply_allocation,agentic,gpt-4,run1,0.0,16.67,66.67,50.0,0.0,0.0,0.0,100.0
indi_supply_allocation,cot_s2,gpt-3.5-turbo-16k,run1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
indi_supply_allocation,cot_s2,gpt-3.5-turbo,run1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
indi_supply_allocation,cot_s2,gpt-4-turbo,run1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
indi_supply_allocation,cot_s2,gpt-4,run1,0.0,16.67,75.0,50.0,0.0,0.0,0.0,100.0
indi_supply_allocation,cot_s_instructions,gpt-3.5-turbo-16k,run1,0.0,33.33,60.0,100.0,0.0,0.0,100.0,0.0
indi_supply_allocation,cot_s_instructions,gpt-3.5-turbo,run1,0.0,16.67,66.67,50.0,0.0,0.0,100.0,0.0
indi_supply_allocation,cot_s_instructions,gpt-4-turbo,run1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
indi_supply_allocation,cot_s_instructions,gpt-4,run1,0.0,16.67,66.67,50.0,0.0,0.0,0.0,100.0
indi_supply_allocation,cot_s,gpt-3.5-turbo-16k,run1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
indi_supply_allocation,cot_s,gpt-3.5-turbo,run1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
indi_supply_allocation,cot_s,gpt-4-turbo,run1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
indi_supply_allocation,cot_s,gpt-4,run1,0.0,16.67,75.0,50.0,0.0,0.0,0.0,100.0
indi_supply_allocation,standard_s,gpt-3.5-turbo-16k,run1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
indi_supply_allocation,standard_s,gpt-3.5-turbo,run1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
indi_supply_allocation,standard_s,gpt-4-turbo,run1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
indi_supply_allocation,standard_s,gpt-4,run1,0.0,16.67,66.67,50.0,0.0,0.0,100.0,0.0
joint_emergency_supply_2,agentic,gpt-3.5-turbo-16k,run1,0.0,16.67,75.0,50.0,0.0,0.0,0.0,100.0
joint_emergency_supply_2,agentic,gpt-3.5-turbo,run1,0.0,16.67,75.0,50.0,0.0,0.0,0.0,100.0
joint_emergency_supply_2,agentic,gpt-4-turbo,run1,0.0,16.67,80.0,50.0,0.0,0.0,0.0,100.0
joint_emergency_supply_2,agentic,gpt-4,run1,0.0,33.33,60.0,100.0,0.0,0.0,0.0,100.0
joint_emergency_supply_2,cot_s2,gpt-3.5-turbo-16k,run1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
joint_emergency_supply_2,cot_s2,gpt-3.5-turbo,run1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
joint_emergency_supply_2,cot_s2,gpt-4-turbo,run1,0.0,33.33,50.0,50.0,33.33,0.0,100.0,0.0
joint_emergency_supply_2,cot_s2,gpt-4,run1,0.0,33.33,60.0,100.0,0.0,0.0,0.0,100.0
joint_emergency_supply_2,cot_s_instructions,gpt-3.5-turbo-16k,run1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
joint_emergency_supply_2,cot_s_instructions,gpt-3.5-turbo,run1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
joint_emergency_supply_2,cot_s_instructions,gpt-4-turbo,run1,0.0,33.33,60.0,100.0,0.0,0.0,0.0,100.0
joint_emergency_supply_2,cot_s_instructions,gpt-4,run1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
joint_emergency_supply_2,cot_s,gpt-3.5-turbo-16k,run1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
joint_emergency_supply_2,cot_s,gpt-3.5-turbo,run1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
joint_emergency_supply_2,cot_s,gpt-4-turbo,run1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
joint_emergency_supply_2,cot_s,gpt-4,run1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
joint_emergency_supply_2,standard_s,gpt-3.5-turbo-16k,run1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
joint_emergency_supply_2,standard_s,gpt-3.5-turbo,run1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
joint_emergency_supply_2,standard_s,gpt-4-turbo,run1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
joint_emergency_supply_2,standard_s,gpt-4,run1,0.0,16.67,66.67,50.0,0.0,0.0,100.0,0.0
joint_emergency_supply,agentic,gpt-3.5-turbo-16k,run1,0.0,16.67,80.0,50.0,0.0,0.0,0.0,100.0
joint_emergency_supply,agentic,gpt-3.5-turbo,run1,0.0,16.67,83.33,50.0,0.0,0.0,0.0,100.0
joint_emergency_supply,agentic,gpt-4-turbo,run1,0.0,33.33,66.67,100.0,0.0,0.0,100.0,0.0
joint_emergency_supply,agentic,gpt-4,run1,0.0,33.33,60.0,100.0,0.0,0.0,0.0,100.0
joint_emergency_supply,cot_s2,gpt-3.5-turbo-16k,run1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
joint_emergency_supply,cot_s2,gpt-3.5-turbo,run1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
joint_emergency_supply,cot_s2,gpt-4-turbo,run1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
joint_emergency_supply,cot_s2,gpt-4,run1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
joint_emergency_supply,cot_s_instructions,gpt-3.5-turbo-16k,run1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
joint_emergency_supply,cot_s_instructions,gpt-3.5-turbo,run1,0.0,33.33,50.0,100.0,0.0,0.0,100.0,0.0
joint_emergency_supply,cot_s_instructions,gpt-4-turbo,run1,0.0,16.67,80.0,50.0,0.0,0.0,0.0,100.0
joint_emergency_supply,cot_s_instructions,gpt-4,run1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
joint_emergency_supply,cot_s,gpt-3.5-turbo-16k,run1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
joint_emergency_supply,cot_s,gpt-3.5-turbo,run1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
joint_emergency_supply,cot_s,gpt-4-turbo,run1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
joint_emergency_supply,cot_s,gpt-4,run1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
joint_emergency_supply,standard_s,gpt-3.5-turbo-16k,run1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
joint_emergency_supply,standard_s,gpt-3.5-turbo,run1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
joint_emergency_supply,standard_s,gpt-4-turbo,run1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
joint_emergency_supply,standard_s,gpt-4,run1,0.0,16.67,66.67,50.0,0.0,0.0,100.0,0.0
joint_prod_demand_2,agentic,gpt-3.5-turbo-16k,run1,0.0,33.33,71.43,100.0,0.0,0.0,0.0,100.0
joint_prod_demand_2,agentic,gpt-3.5-turbo,run1,0.0,33.33,71.43,100.0,0.0,0.0,0.0,100.0
joint_prod_demand_2,agentic,gpt-4-turbo,run1,0.0,33.33,60.0,100.0,0.0,0.0,0.0,100.0
joint_prod_demand_2,agentic,gpt-4,run1,0.0,33.33,60.0,100.0,0.0,0.0,0.0,100.0
joint_prod_demand_2,cot_s2,gpt-3.5-turbo-16k,run1,0.0,50.0,50.0,100.0,0.0,100.0,0.0,100.0
joint_prod_demand_2,cot_s2,gpt-3.5-turbo,run1,0.0,50.0,50.0,100.0,0.0,100.0,100.0,0.0
joint_prod_demand_2,cot_s2,gpt-4-turbo,run1,0.0,33.33,60.0,100.0,0.0,0.0,0.0,100.0
joint_prod_demand_2,cot_s2,gpt-4,run1,0.0,50.0,40.0,100.0,33.33,0.0,0.0,100.0
joint_prod_demand_2,cot_s_instructions,gpt-3.5-turbo-16k,run1,0.0,33.33,60.0,100.0,0.0,0.0,100.0,0.0
joint_prod_demand_2,cot_s_instructions,gpt-3.5-turbo,run1,0.0,33.33,60.0,100.0,0.0,0.0,100.0,0.0
joint_prod_demand_2,cot_s_instructions,gpt-4-turbo,run1,0.0,33.33,60.0,100.0,0.0,0.0,0.0,100.0
joint_prod_demand_2,cot_s_instructions,gpt-4,run1,0.0,66.67,20.0,100.0,33.33,100.0,0.0,100.0
joint_prod_demand_2,cot_s,gpt-3.5-turbo-16k,run1,0.0,50.0,50.0,100.0,0.0,100.0,0.0,100.0
joint_prod_demand_2,cot_s,gpt-3.5-turbo,run1,0.0,50.0,50.0,100.0,0.0,100.0,0.0,100.0
joint_prod_demand_2,cot_s,gpt-4-turbo,run1,0.0,50.0,40.0,100.0,33.33,0.0,0.0,100.0
joint_prod_demand_2,cot_s,gpt-4,run1,0.0,33.33,60.0,100.0,0.0,0.0,0.0,100.0
joint_prod_demand_2,standard_s,gpt-3.5-turbo-16k,run1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
joint_prod_demand_2,standard_s,gpt-3.5-turbo,run1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
joint_prod_demand_2,standard_s,gpt-4-turbo,run1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
joint_prod_demand_2,standard_s,gpt-4,run1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
joint_prod_demand,agentic,gpt-3.5-turbo-16k,run1,0.0,33.33,71.43,100.0,0.0,0.0,0.0,100.0
joint_prod_demand,agentic,gpt-3.5-turbo,run1,0.0,16.67,83.33,50.0,0.0,0.0,0.0,100.0
joint_prod_demand,agentic,gpt-4-turbo,run1,0.0,33.33,60.0,100.0,0.0,0.0,0.0,100.0
joint_prod_demand,agentic,gpt-4,run1,0.0,33.33,60.0,100.0,0.0,0.0,0.0,100.0
joint_prod_demand,cot_s2,gpt-3.5-turbo-16k,run1,0.0,33.33,66.67,100.0,0.0,0.0,0.0,100.0
joint_prod_demand,cot_s2,gpt-3.5-turbo,run1,0.0,50.0,50.0,100.0,0.0,100.0,100.0,0.0
joint_prod_demand,cot_s2,gpt-4-turbo,run1,0.0,83.33,16.67,100.0,66.67,100.0,0.0,100.0
joint_prod_demand,cot_s2,gpt-4,run1,0.0,33.33,60.0,100.0,0.0,0.0,0.0,100.0
joint_prod_demand,cot_s_instructions,gpt-3.5-turbo-16k,run1,0.0,33.33,71.43,100.0,0.0,0.0,100.0,0.0
joint_prod_demand,cot_s_instructions,gpt-3.5-turbo,run1,0.0,33.33,66.67,100.0,0.0,0.0,100.0,0.0
joint_prod_demand,cot_s_instructions,gpt-4-turbo,run1,0.0,50.0,40.0,100.0,33.33,0.0,0.0,100.0
joint_prod_demand,cot_s_instructions,gpt-4,run1,0.0,66.67,20.0,100.0,33.33,100.0,0.0,100.0
joint_prod_demand,cot_s,gpt-3.5-turbo-16k,run1,0.0,50.0,50.0,100.0,0.0,100.0,100.0,0.0
joint_prod_demand,cot_s,gpt-3.5-turbo,run1,0.0,50.0,50.0,100.0,0.0,100.0,100.0,0.0
joint_prod_demand,cot_s,gpt-4-turbo,run1,0.0,50.0,40.0,100.0,0.0,100.0,0.0,100.0
joint_prod_demand,cot_s,gpt-4,run1,0.0,33.33,60.0,100.0,0.0,0.0,0.0,100.0
joint_prod_demand,standard_s,gpt-3.5-turbo-16k,run1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
joint_prod_demand,standard_s,gpt-3.5-turbo,run1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
joint_prod_demand,standard_s,gpt-4-turbo,run1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
joint_prod_demand,standard_s,gpt-4,run1,0.0,16.67,75.0,50.0,0.0,0.0,100.0,0.0
weekly_fleet_size_planning_2,agentic,gpt-3.5-turbo-16k,run1,0.0,7.69,75.0,0.0,16.67,0.0,100.0,0.0
weekly_fleet_size_planning_2,agentic,gpt-3.5-turbo,run1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
weekly_fleet_size_planning_2,agentic,gpt-4-turbo,run1,0.0,30.77,50.0,66.67,0.0,0.0,0.0,100.0
weekly_fleet_size_planning_2,agentic,gpt-4,run1,0.0,30.77,50.0,66.67,0.0,0.0,0.0,100.0
weekly_fleet_size_planning_2,cot_s2,gpt-3.5-turbo-16k,run1,0.0,23.08,40.0,50.0,0.0,0.0,100.0,0.0
weekly_fleet_size_planning_2,cot_s2,gpt-3.5-turbo,run1,0.0,7.69,75.0,16.67,0.0,0.0,0.0,100.0
weekly_fleet_size_planning_2,cot_s2,gpt-4-turbo,run1,0.0,15.38,60.0,33.33,0.0,0.0,100.0,0.0
weekly_fleet_size_planning_2,cot_s2,gpt-4,run1,0.0,15.38,60.0,33.33,0.0,0.0,0.0,100.0
weekly_fleet_size_planning_2,cot_s_instructions,gpt-3.5-turbo-16k,run1,0.0,7.69,75.0,16.67,0.0,0.0,100.0,0.0
weekly_fleet_size_planning_2,cot_s_instructions,gpt-3.5-turbo,run1,0.0,7.69,75.0,16.67,0.0,0.0,100.0,0.0
weekly_fleet_size_planning_2,cot_s_instructions,gpt-4-turbo,run1,0.0,15.38,60.0,33.33,0.0,0.0,100.0,0.0
weekly_fleet_size_planning_2,cot_s_instructions,gpt-4,run1,0.0,23.08,40.0,33.33,16.67,0.0,0.0,100.0
weekly_fleet_size_planning_2,cot_s,gpt-3.5-turbo-16k,run1,0.0,7.69,66.67,16.67,0.0,0.0,0.0,100.0
weekly_fleet_size_planning_2,cot_s,gpt-3.5-turbo,run1,0.0,23.08,57.14,50.0,0.0,0.0,100.0,0.0
weekly_fleet_size_planning_2,cot_s,gpt-4-turbo,run1,0.0,15.38,60.0,33.33,0.0,0.0,0.0,100.0
weekly_fleet_size_planning_2,cot_s,gpt-4,run1,0.0,38.46,37.5,66.67,16.67,0.0,0.0,100.0
weekly_fleet_size_planning_2,standard_s,gpt-3.5-turbo-16k,run1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
weekly_fleet_size_planning_2,standard_s,gpt-3.5-turbo,run1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
weekly_fleet_size_planning_2,standard_s,gpt-4-turbo,run1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
weekly_fleet_size_planning_2,standard_s,gpt-4,run1,0.0,7.69,66.67,16.67,0.0,0.0,100.0,0.0
weekly_fleet_size_planning,agentic,gpt-3.5-turbo-16k,run1,0.0,7.69,75.0,0.0,16.67,0.0,0.0,100.0
weekly_fleet_size_planning,agentic,gpt-3.5-turbo,run1,0.0,15.38,71.43,0.0,33.33,0.0,0.0,100.0
weekly_fleet_size_planning,agentic,gpt-4-turbo,run1,0.0,7.69,75.0,16.67,0.0,0.0,0.0,100.0
weekly_fleet_size_planning,agentic,gpt-4,run1,0.0,30.77,50.0,66.67,0.0,0.0,0.0,100.0
weekly_fleet_size_planning,cot_s2,gpt-3.5-turbo-16k,run1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
weekly_fleet_size_planning,cot_s2,gpt-3.5-turbo,run1,0.0,23.08,57.14,50.0,0.0,0.0,0.0,100.0
weekly_fleet_size_planning,cot_s2,gpt-4-turbo,run1,0.0,30.77,42.86,66.67,0.0,0.0,100.0,0.0
weekly_fleet_size_planning,cot_s2,gpt-4,run1,0.0,30.77,50.0,66.67,0.0,0.0,0.0,100.0
weekly_fleet_size_planning,cot_s_instructions,gpt-3.5-turbo-16k,run1,0.0,7.69,75.0,16.67,0.0,0.0,100.0,0.0
weekly_fleet_size_planning,cot_s_instructions,gpt-3.5-turbo,run1,0.0,7.69,66.67,16.67,0.0,0.0,100.0,0.0
weekly_fleet_size_planning,cot_s_instructions,gpt-4-turbo,run1,0.0,30.77,33.33,33.33,33.33,0.0,100.0,0.0
weekly_fleet_size_planning,cot_s_instructions,gpt-4,run1,0.0,15.38,50.0,33.33,0.0,0.0,100.0,0.0
weekly_fleet_size_planning,cot_s,gpt-3.5-turbo-16k,run1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
weekly_fleet_size_planning,cot_s,gpt-3.5-turbo,run1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
weekly_fleet_size_planning,cot_s,gpt-4-turbo,run1,0.0,30.77,50.0,66.67,0.0,0.0,100.0,0.0
weekly_fleet_size_planning,cot_s,gpt-4,run1,0.0,30.77,50.0,66.67,0.0,0.0,0.0,100.0
weekly_fleet_size_planning,standard_s,gpt-3.5-turbo-16k,run1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
weekly_fleet_size_planning,standard_s,gpt-3.5-turbo,run1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
weekly_fleet_size_planning,standard_s,gpt-4-turbo,run1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
weekly_fleet_size_planning,standard_s,gpt-4,run1,0.0,7.69,66.67,16.67,0.0,0.0,100.0,0.0
